trial,stimulus,rating,participant
20,20,1,1
21,26,6,1
22,18,6,1
23,10,1,1
24,15,1,1
25,19,1,1
26,5,1,1
27,13,1,1
28,23,1,1
29,8,6,1
30,22,1,1
31,10,1,1
32,3,1,1
33,12,1,1
34,7,5,1
35,6,6,1
36,2,1,1
37,9,6,1
38,16,5,1
39,4,2,1
40,14,1,1
41,21,1,1
42,17,6,1
43,25,6,1
44,20,1,1
45,11,1,1
46,15,6,1
47,13,1,1
48,27,6,1
49,26,6,1
50,24,6,1
51,19,1,1
52,18,6,1
53,1,1,1
54,5,1,1
55,14,0,1
56,22,1,1
57,25,6,1
58,11,1,1
59,1,1,1
60,5,1,1
61,20,1,1
62,8,6,1
63,18,6,1
64,16,6,1
65,15,1,1
66,12,1,1
67,7,6,1
68,17,6,1
69,2,1,1
70,3,1,1
71,10,1,1
72,26,6,1
73,6,6,1
74,9,6,1
75,19,1,1
76,24,6,1
77,21,1,1
78,23,1,1
79,13,1,1
80,4,1,1
81,27,6,1
<end data>,,,
<start header>,,,
Wed Nov 11 14:24:10 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
54,,,
none,,,
1,,,
button,,,
1 2 3 4 5 6,,,
2,,,
<end header>,,,
<start data>,,,
1,16,1,practice
2,11,1,practice
3,18,3,practice
4,12,1,practice
5,10,1,practice
6,13,1,practice
7,5,2,practice
8,26,1,practice
9,2,1,practice
10,24,1,practice
11,3,1,practice
12,1,1,practice
13,21,1,practice
14,20,1,practice
15,9,4,practice
16,4,1,practice
17,22,1,practice
18,7,2,practice
19,27,4,practice
20,6,1,practice
21,8,2,practice
22,14,1,practice
23,19,1,practice
24,23,1,practice
25,15,1,practice
26,25,3,practice
27,17,4,practice
28,5,1,practice
29,20,1,practice
30,7,1,practice
31,17,1,practice
32,14,1,practice
33,18,3,practice
34,25,1,practice
35,9,2,practice
36,21,1,practice
37,22,1,practice
38,26,3,practice
39,13,1,practice
40,10,1,practice
41,23,1,practice
42,27,3,practice
43,3,1,practice
44,6,1,practice
45,19,1,practice
46,16,1,practice
47,8,3,practice
48,2,1,practice
49,11,1,practice
50,1,1,practice
51,4,1,practice
52,12,1,practice
53,15,1,practice
54,24,1,practice
<end data>,,,
<start header>,,,
Wed Nov 11 14:31:07 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
81,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
2,,,
<end header>,,,
<start data>,,,
1,7,1,2
2,14,1,2
3,25,1,2
4,23,1,2
5,12,1,2
6,6,1,2
7,15,1,2
8,16,1,2
9,3,1,2
10,10,1,2
11,26,1,2
12,24,3,2
13,9,4,2
14,13,1,2
15,8,1,2
16,21,1,2
17,17,1,2
18,5,1,2
19,27,4,2
20,2,1,2
21,1,1,2
22,18,3,2
23,22,1,2
24,20,1,2
25,19,1,2
26,4,1,2
27,11,1,2
28,19,1,2
29,9,3,2
30,26,1,2
31,3,1,2
32,8,3,2
33,4,2,2
34,6,1,2
35,10,1,2
36,7,0,2
37,25,5,2
38,1,1,2
39,16,1,2
40,18,5,2
41,17,5,2
42,14,2,2
43,15,1,2
44,13,4,2
45,11,1,2
46,27,6,2
47,23,2,2
48,12,2,2
49,21,1,2
50,5,1,2
51,22,1,2
52,24,5,2
53,20,1,2
54,2,1,2
55,21,1,2
56,19,1,2
57,17,5,2
58,25,5,2
59,27,4,2
60,3,1,2
61,23,1,2
62,22,1,2
63,14,3,2
64,15,5,2
65,20,1,2
66,7,0,2
67,13,3,2
68,26,5,2
69,9,6,2
70,8,6,2
71,16,4,2
72,2,1,2
73,12,1,2
74,1,1,2
75,10,1,2
76,11,1,2
77,4,3,2
78,18,5,2
79,6,5,2
80,24,1,2
81,5,0,2
<end data>,,,
<start header>,,,
Wed Nov 11 14:34:56 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
81,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
2,,,
<end header>,,,
<start data>,,,
1,6,1,2
2,8,5,2
3,20,1,2
4,16,2,2
5,10,1,2
6,3,2,2
7,23,1,2
8,22,1,2
9,11,1,2
10,15,1,2
11,21,1,2
12,7,3,2
13,19,1,2
14,5,2,2
15,1,1,2
16,14,4,2
17,2,2,2
18,25,4,2
19,24,1,2
20,13,1,2
21,18,5,2
22,9,6,2
23,12,2,2
24,27,6,2
25,17,6,2
26,26,6,2
27,4,5,2
28,27,6,2
29,3,1,2
30,22,0,2
31,14,1,2
32,10,1,2
33,6,2,2
34,26,5,2
35,8,5,2
36,5,2,2
37,12,1,2
38,25,5,2
39,11,1,2
40,19,1,2
41,2,2,2
42,7,6,2
43,16,6,2
44,9,6,2
45,20,1,2
46,24,5,2
47,1,1,2
48,17,6,2
49,13,0,2
50,4,2,2
51,18,6,2
52,21,1,2
53,15,1,2
54,23,1,2
55,3,1,2
56,12,1,2
57,10,1,2
58,24,6,2
59,26,6,2
60,7,1,2
61,27,6,2
62,8,6,2
63,13,1,2
64,18,6,2
65,9,6,2
66,21,1,2
67,14,1,2
68,6,1,2
69,16,6,2
70,2,1,2
71,5,2,2
72,4,1,2
73,17,6,2
74,19,1,2
75,1,1,2
76,11,1,2
77,23,1,2
78,25,6,2
79,22,1,2
80,20,1,2
81,15,6,2
<end data>,,,
<start header>,,,
Wed Nov 11 14:38:38 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
81,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
2,,,
<end header>,,,
<start data>,,,
1,6,0,2
2,8,6,2
3,4,0,2
4,23,1,2
5,11,1,2
6,13,1,2
7,2,1,2
8,27,6,2
9,25,6,2
10,26,6,2
11,1,1,2
12,19,1,2
13,18,6,2
14,14,1,2
15,9,6,2
16,21,1,2
17,17,6,2
18,12,1,2
19,5,3,2
20,15,2,2
21,20,1,2
22,10,1,2
23,16,6,2
24,3,2,2
25,24,2,2
26,22,1,2
27,7,6,2
28,26,6,2
29,14,1,2
30,1,2,2
31,7,6,2
32,18,6,2
33,3,1,2
34,12,1,2
35,9,6,2
36,21,1,2
37,25,6,2
38,16,6,2
39,10,1,2
40,20,1,2
41,11,1,2
42,23,1,2
43,5,1,2
44,24,6,2
45,15,6,2
46,19,1,2
47,8,6,2
48,17,6,2
49,6,0,2
50,27,6,2
51,4,2,2
52,22,1,2
53,2,1,2
54,13,1,2
55,27,6,2
56,12,1,2
57,10,1,2
58,14,1,2
59,5,1,2
60,11,1,2
61,6,5,2
62,17,6,2
63,16,6,2
64,22,2,2
65,21,1,2
66,26,6,2
67,19,1,2
68,15,6,2
69,23,1,2
70,8,6,2
71,9,6,2
72,2,2,2
73,18,6,2
74,24,1,2
75,7,0,2
76,13,2,2
77,4,1,2
78,25,6,2
79,20,1,2
80,1,2,2
81,3,2,2
<end data>,,,
<start header>,,,
Wed Nov 11 14:42:14 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
81,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
2,,,
<end header>,,,
<start data>,,,
1,24,4,2
2,15,5,2
3,27,6,2
4,1,2,2
5,8,5,2
6,7,5,2
7,16,5,2
8,17,5,2
9,11,2,2
10,12,1,2
11,3,1,2
12,13,1,2
13,23,1,2
14,4,1,2
15,21,2,2
16,19,1,2
17,5,3,2
18,22,2,2
19,25,2,2
20,2,2,2
21,18,6,2
22,6,4,2
23,9,5,2
24,20,0,2
25,10,1,2
26,14,2,2
27,26,6,2
28,7,5,2
29,21,1,2
30,20,1,2
31,14,1,2
32,22,1,2
33,17,6,2
34,4,2,2
35,3,2,2
36,23,1,2
37,27,6,2
38,13,0,2
39,8,6,2
40,12,1,2
41,5,2,2
42,16,2,2
43,11,1,2
44,18,6,2
45,10,1,2
46,25,2,2
47,24,1,2
48,6,5,2
49,26,6,2
50,1,2,2
51,9,5,2
52,19,1,2
53,2,1,2
54,15,2,2
55,17,5,2
56,16,5,2
57,11,1,2
58,20,1,2
59,10,1,2
60,3,1,2
61,6,1,2
62,22,1,2
63,4,1,2
64,13,1,2
65,14,1,2
66,1,2,2
67,7,4,2
68,12,1,2
69,18,5,2
70,24,6,2
71,8,6,2
72,5,4,2
73,25,1,2
74,23,0,2
75,27,6,2
76,2,0,2
77,21,1,2
78,26,6,2
79,19,1,2
80,15,6,2
81,9,5,2
<end data>,,,
<start header>,,,
Wed Nov 11 15:01:19 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
54,,,
none,,,
1,,,
button,,,
1 2 3 4 5 6,,,
3,,,
<end header>,,,
<start data>,,,
1,19,1,practice
2,14,1,practice
3,26,6,practice
4,24,5,practice
5,17,5,practice
6,3,1,practice
7,7,6,practice
8,27,5,practice
9,23,2,practice
10,18,4,practice
11,13,2,practice
12,12,1,practice
13,22,1,practice
14,9,5,practice
15,16,5,practice
16,25,4,practice
17,21,2,practice
18,2,1,practice
19,5,1,practice
20,4,1,practice
21,15,4,practice
22,8,5,practice
23,10,1,practice
24,11,1,practice
25,6,3,practice
26,1,1,practice
27,20,2,practice
28,20,2,practice
29,14,3,practice
30,24,4,practice
31,26,5,practice
32,17,6,practice
33,3,2,practice
34,19,1,practice
35,23,1,practice
36,1,1,practice
37,4,1,practice
38,6,4,practice
39,21,4,practice
40,13,3,practice
41,11,2,practice
42,7,5,practice
43,27,6,practice
44,22,2,practice
45,2,1,practice
46,12,1,practice
47,10,1,practice
48,16,6,practice
49,18,6,practice
50,9,6,practice
51,8,6,practice
52,5,2,practice
53,25,6,practice
54,15,6,practice
<end data>,,,
<start header>,,,
Wed Nov 11 15:08:47 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
81,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
3,,,
<end header>,,,
<start data>,,,
1,1,0,3
2,8,5,3
3,12,2,3
4,22,2,3
5,10,1,3
6,14,1,3
7,19,1,3
8,9,5,3
9,4,2,3
10,5,2,3
11,27,6,3
12,7,0,3
13,11,1,3
14,23,1,3
15,16,0,3
16,25,6,3
17,15,2,3
18,2,1,3
19,20,0,3
20,13,2,3
21,24,5,3
22,17,6,3
23,6,6,3
24,18,5,3
25,26,6,3
26,21,1,3
27,3,1,3
28,8,6,3
29,3,0,3
30,26,6,3
31,4,2,3
32,2,1,3
33,25,6,3
34,13,1,3
35,7,6,3
36,20,1,3
37,18,6,3
38,11,1,3
39,16,6,3
40,14,1,3
41,1,1,3
42,21,1,3
43,24,1,3
44,23,1,3
45,10,1,3
46,19,1,3
47,17,6,3
48,5,1,3
49,6,1,3
50,9,6,3
51,15,0,3
52,27,6,3
53,22,2,3
54,12,1,3
55,27,6,3
56,3,1,3
57,1,1,3
58,26,6,3
59,10,2,3
60,16,6,3
61,24,6,3
62,14,0,3
63,8,6,3
64,25,6,3
65,17,6,3
66,21,1,3
67,5,2,3
68,4,0,3
69,23,5,3
70,7,6,3
71,11,2,3
72,12,0,3
73,13,1,3
74,6,6,3
75,18,6,3
76,9,0,3
77,20,2,3
78,19,0,3
79,22,1,3
80,15,6,3
81,2,3,3
<end data>,,,
<start header>,,,
Wed Nov 11 15:12:56 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
81,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
3,,,
<end header>,,,
<start data>,,,
1,27,6,3
2,10,1,3
3,22,1,3
4,24,5,3
5,14,0,3
6,19,2,3
7,15,6,3
8,18,5,3
9,16,6,3
10,3,1,3
11,11,1,3
12,7,0,3
13,6,0,3
14,21,1,3
15,17,6,3
16,4,1,3
17,25,6,3
18,2,2,3
19,5,2,3
20,23,1,3
21,1,1,3
22,20,1,3
23,9,6,3
24,26,6,3
25,12,1,3
26,13,2,3
27,8,5,3
28,12,1,3
29,21,0,3
30,20,0,3
31,6,5,3
32,2,2,3
33,14,0,3
34,10,2,3
35,24,0,3
36,3,2,3
37,4,2,3
38,22,2,3
39,11,1,3
40,9,6,3
41,16,6,3
42,18,5,3
43,7,6,3
44,17,6,3
45,13,1,3
46,1,1,3
47,26,6,3
48,27,0,3
49,25,0,3
50,5,5,3
51,8,6,3
52,19,1,3
53,15,6,3
54,23,0,3
55,5,2,3
56,7,5,3
57,1,1,3
58,12,1,3
59,24,6,3
60,8,6,3
61,23,2,3
62,27,5,3
63,9,5,3
64,25,6,3
65,3,1,3
66,19,1,3
67,22,1,3
68,15,5,3
69,17,6,3
70,6,4,3
71,13,2,3
72,4,3,3
73,11,1,3
74,26,6,3
75,2,1,3
76,16,6,3
77,18,6,3
78,14,1,3
79,21,1,3
80,10,1,3
81,20,1,3
<end data>,,,
<start header>,,,
Wed Nov 11 15:17:01 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
81,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
3,,,
<end header>,,,
<start data>,,,
1,12,1,3
2,15,5,3
3,13,0,3
4,4,2,3
5,9,5,3
6,21,1,3
7,23,1,3
8,3,1,3
9,25,6,3
10,14,0,3
11,10,1,3
12,6,6,3
13,26,6,3
14,20,1,3
15,27,6,3
16,7,6,3
17,11,1,3
18,17,6,3
19,22,0,3
20,5,0,3
21,2,1,3
22,8,6,3
23,24,5,3
24,1,2,3
25,16,6,3
26,19,1,3
27,18,6,3
28,13,2,3
29,24,0,3
30,11,2,3
31,5,1,3
32,12,1,3
33,1,1,3
34,20,1,3
35,19,1,3
36,27,6,3
37,6,6,3
38,10,1,3
39,2,1,3
40,23,0,3
41,17,6,3
42,25,6,3
43,26,6,3
44,22,1,3
45,4,1,3
46,14,1,3
47,15,6,3
48,7,6,3
49,3,1,3
50,16,6,3
51,21,1,3
52,9,6,3
53,18,6,3
54,8,6,3
55,23,2,3
56,26,6,3
57,7,6,3
58,2,1,3
59,5,4,3
60,17,6,3
61,18,6,3
62,22,1,3
63,4,1,3
64,3,1,3
65,25,6,3
66,13,1,3
67,19,1,3
68,12,1,3
69,27,6,3
70,20,0,3
71,15,5,3
72,21,2,3
73,14,1,3
74,1,1,3
75,6,6,3
76,8,6,3
77,24,5,3
78,10,1,3
79,9,5,3
80,16,6,3
81,11,1,3
<end data>,,,
<start header>,,,
Wed Nov 11 15:21:09 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
81,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
3,,,
<end header>,,,
<start data>,,,
1,6,6,3
2,7,6,3
3,18,5,3
4,13,1,3
5,12,1,3
6,1,1,3
7,24,6,3
8,10,1,3
9,4,2,3
10,2,1,3
11,17,6,3
12,16,6,3
13,22,2,3
14,25,6,3
15,9,5,3
16,21,1,3
17,27,6,3
18,20,1,3
19,3,0,3
20,11,1,3
21,15,6,3
22,14,5,3
23,23,2,3
24,8,6,3
25,26,6,3
26,19,2,3
27,5,2,3
28,17,6,3
29,20,1,3
30,13,1,3
31,1,1,3
32,10,1,3
33,3,1,3
34,27,6,3
35,16,6,3
36,25,6,3
37,7,6,3
38,21,2,3
39,23,0,3
40,6,5,3
41,11,2,3
42,24,6,3
43,22,0,3
44,8,6,3
45,9,6,3
46,4,2,3
47,15,5,3
48,18,6,3
49,2,1,3
50,26,6,3
51,14,2,3
52,19,2,3
53,12,1,3
54,5,3,3
55,5,6,3
56,8,6,3
57,25,5,3
58,7,6,3
59,21,1,3
60,15,6,3
61,2,2,3
62,9,5,3
63,19,1,3
64,26,6,3
65,12,1,3
66,22,1,3
67,20,1,3
68,11,1,3
69,27,6,3
70,13,1,3
71,17,6,3
72,6,6,3
73,24,6,3
74,23,6,3
75,10,1,3
76,3,2,3
77,18,6,3
78,14,5,3
79,1,2,3
80,4,2,3
81,16,6,3
<end data>,,,
<start header>,,,
Wed Nov 11 15:48:25 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
54,,,
none,,,
1,,,
button,,,
1 2 3 4 5 6,,,
4,,,
<end header>,,,
<start data>,,,
1,20,1,practice
2,1,1,practice
3,25,2,practice
4,8,6,practice
5,13,1,practice
6,19,1,practice
7,24,5,practice
8,22,1,practice
9,12,1,practice
10,9,5,practice
11,10,1,practice
12,17,5,practice
13,26,5,practice
14,6,6,practice
15,27,6,practice
16,15,6,practice
17,11,1,practice
18,7,5,practice
19,4,1,practice
20,14,1,practice
21,23,5,practice
22,5,5,practice
23,2,1,practice
24,18,6,practice
25,3,1,practice
26,21,1,practice
27,16,5,practice
28,23,4,practice
29,8,6,practice
30,18,6,practice
31,24,6,practice
32,3,1,practice
33,19,1,practice
34,17,6,practice
35,10,1,practice
36,26,6,practice
37,21,1,practice
38,13,1,practice
39,16,6,practice
40,6,5,practice
41,7,6,practice
42,27,6,practice
43,2,1,practice
44,25,6,practice
45,5,1,practice
46,4,1,practice
47,9,6,practice
48,12,1,practice
49,11,1,practice
50,1,1,practice
51,22,1,practice
52,20,1,practice
53,15,6,practice
54,14,5,practice
<end data>,,,
<start header>,,,
Wed Nov 11 15:55:28 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
81,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
4,,,
<end header>,,,
<start data>,,,
1,24,5,4
2,12,1,4
3,25,6,4
4,4,2,4
5,9,5,4
6,6,6,4
7,18,6,4
8,20,1,4
9,2,1,4
10,7,5,4
11,23,2,4
12,22,1,4
13,11,1,4
14,1,1,4
15,17,6,4
16,14,1,4
17,27,6,4
18,5,1,4
19,13,1,4
20,15,6,4
21,21,1,4
22,8,6,4
23,3,1,4
24,10,1,4
25,26,6,4
26,19,1,4
27,16,6,4
28,20,1,4
29,25,6,4
30,23,5,4
31,26,6,4
32,22,3,4
33,18,6,4
34,17,6,4
35,4,1,4
36,13,1,4
37,14,6,4
38,9,6,4
39,27,6,4
40,10,1,4
41,19,1,4
42,1,1,4
43,3,1,4
44,24,1,4
45,6,6,4
46,15,6,4
47,5,6,4
48,21,1,4
49,2,1,4
50,7,1,4
51,11,1,4
52,8,6,4
53,16,6,4
54,12,1,4
55,13,1,4
56,5,1,4
57,4,1,4
58,9,6,4
59,26,6,4
60,1,1,4
61,27,6,4
62,10,1,4
63,6,6,4
64,24,6,4
65,19,1,4
66,11,1,4
67,16,6,4
68,3,1,4
69,20,1,4
70,14,5,4
71,7,6,4
72,25,6,4
73,12,1,4
74,17,5,4
75,18,6,4
76,23,6,4
77,2,1,4
78,15,6,4
79,8,6,4
80,21,1,4
81,22,1,4
<end data>,,,
<start header>,,,
Wed Nov 11 15:59:01 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
81,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
4,,,
<end header>,,,
<start data>,,,
1,9,6,4
2,22,1,4
3,15,6,4
4,25,5,4
5,2,2,4
6,23,1,4
7,4,1,4
8,3,1,4
9,16,6,4
10,19,1,4
11,26,6,4
12,8,6,4
13,21,1,4
14,24,6,4
15,18,6,4
16,7,6,4
17,14,5,4
18,13,2,4
19,1,1,4
20,17,6,4
21,12,1,4
22,5,1,4
23,10,1,4
24,27,6,4
25,11,1,4
26,20,1,4
27,6,2,4
28,5,2,4
29,8,6,4
30,25,6,4
31,9,5,4
32,11,1,4
33,14,1,4
34,21,1,4
35,6,2,4
36,23,4,4
37,10,1,4
38,18,6,4
39,7,6,4
40,17,6,4
41,19,1,4
42,4,1,4
43,27,6,4
44,20,1,4
45,12,1,4
46,2,1,4
47,26,6,4
48,16,6,4
49,15,6,4
50,1,1,4
51,3,1,4
52,13,1,4
53,24,1,4
54,22,3,4
55,22,2,4
56,5,5,4
57,20,1,4
58,23,1,4
59,7,6,4
60,18,6,4
61,8,6,4
62,26,6,4
63,10,1,4
64,1,1,4
65,3,1,4
66,11,1,4
67,17,6,4
68,12,1,4
69,15,6,4
70,27,6,4
71,19,1,4
72,13,5,4
73,21,4,4
74,14,5,4
75,4,0,4
76,25,3,4
77,9,4,4
78,2,1,4
79,24,6,4
80,6,0,4
81,16,6,4
<end data>,,,
<start header>,,,
Wed Nov 11 16:02:43 1998,,,
RT identification,,,
swihb.ssf,,,
1 27,,,
1 1,,,
81,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
4,,,
<end header>,,,
<start data>,,,
1,23,4,4
2,22,1,4
3,26,6,4
4,8,6,4
5,4,0,4
6,9,5,4
7,13,1,4
8,2,1,4
9,15,1,4
10,21,1,4
11,10,1,4
12,20,1,4
13,25,6,4
14,17,6,4
15,6,6,4
16,3,1,4
17,24,6,4
18,12,1,4
19,19,1,4
20,5,6,4
21,14,6,4
22,27,6,4
23,16,6,4
24,18,6,4
25,11,1,4
26,1,1,4
27,7,6,4
28,24,6,4
29,20,1,4
30,25,6,4
31,9,6,4
32,8,6,4
33,2,1,4
34,10,1,4
35,5,3,4
36,22,0,4
37,12,1,4
38,13,1,4
39,16,6,4
40,23,5,4
41,4,1,4
42,19,1,4
43,3,1,4
44,18,6,4
45,21,1,4
46,14,1,4
47,15,1,4
48,7,1,4
49,17,6,4
50,1,1,4
51,11,1,4
52,27,6,4
53,6,6,4
54,26,6,4
55,18,6,4
56,6,5,4
57,20,1,4
58,8,5,4
59,27,6,4
60,22,1,4
61,17,6,4
62,4,1,4
63,10,1,4
64,1,1,4
65,23,2,4
66,13,2,4
67,2,2,4
68,12,2,4
69,21,2,4
70,24,2,4
71,5,5,4
72,7,5,4
